uid,uip,date,urlid
435,68.17.81.83,01/04/2014 01:28,651
435,68.17.81.83,01/04/2014 01:33,648
435,68.17.81.83,01/04/2014 01:38,733
435,68.17.81.83,01/04/2014 01:43,116
435,68.17.81.83,01/04/2014 01:48,1831
435,68.17.81.83,01/04/2014 01:53,88
435,68.17.81.83,01/04/2014 01:58,233
435,68.17.81.83,01/04/2014 02:03,230
435,68.17.81.83,01/04/2014 02:08,661
435,68.17.81.83,01/04/2014 02:13,1179
435,68.17.81.83,01/04/2014 02:18,136
435,68.17.81.83,01/04/2014 02:23,595
435,68.17.81.83,01/04/2014 02:28,1320
435,68.17.81.83,01/04/2014 02:33,1365
435,68.17.81.83,01/04/2014 02:38,139
435,68.17.81.83,01/04/2014 02:43,1727
435,68.17.81.83,01/04/2014 02:48,1345
435,68.17.81.83,01/04/2014 02:53,777
435,68.17.81.83,01/04/2014 02:58,31
435,68.17.81.83,01/04/2014 03:03,738
435,68.17.81.83,01/04/2014 03:08,1926
435,68.17.81.83,01/04/2014 03:13,1944
435,68.17.81.83,01/04/2014 03:18,283
435,68.17.81.83,01/04/2014 03:23,1439
435,68.17.81.83,01/04/2014 03:28,1317
435,68.17.81.83,01/04/2014 03:33,2004
435,68.17.81.83,01/04/2014 03:38,2657
435,68.17.81.83,01/04/2014 03:43,121
435,68.17.81.83,01/04/2014 03:48,1
435,68.17.81.83,01/04/2014 03:53,1611
435,68.17.81.83,01/04/2014 03:58,1155
435,68.17.81.83,01/04/2014 04:03,758
435,68.17.81.83,01/04/2014 04:08,1377
435,68.17.81.83,01/04/2014 04:13,1457
435,68.17.81.83,01/04/2014 04:18,625
435,68.17.81.83,01/04/2014 04:23,1693
435,68.17.81.83,01/04/2014 04:28,393
435,68.17.81.83,01/04/2014 04:33,2191
435,68.17.81.83,01/04/2014 04:38,820
435,68.17.81.83,01/04/2014 04:43,1362
435,68.17.81.83,01/04/2014 04:48,201
435,68.17.81.83,01/04/2014 04:53,20
435,68.17.81.83,01/04/2014 04:58,386
435,68.17.81.83,01/04/2014 05:03,611
435,104.45.191.227,01/04/2014 05:05,2700
435,68.17.81.83,01/04/2014 05:08,1018
435,68.17.81.83,01/04/2014 05:13,1109
435,68.17.81.83,01/04/2014 05:18,1363
435,68.17.81.83,01/04/2014 05:23,815
435,68.17.81.83,01/04/2014 05:28,450
435,41.239.144.6,01/04/2014 05:28,3574
435,68.17.81.83,01/04/2014 05:33,918
435,68.17.81.83,01/04/2014 05:38,359
435,68.17.81.83,01/04/2014 05:43,177
435,68.17.81.83,01/04/2014 05:48,924
435,68.17.81.83,01/04/2014 05:53,1162
435,68.17.81.83,01/04/2014 05:58,652
435,68.17.81.83,01/04/2014 06:03,767
435,68.17.81.83,01/04/2014 06:08,617
435,68.17.81.83,01/04/2014 06:13,556
435,114.79.247.223,01/04/2014 06:13,3535
435,68.17.81.83,01/04/2014 06:18,809
435,68.17.81.83,01/04/2014 06:23,205
435,68.17.81.83,01/04/2014 06:28,831
435,68.17.81.83,01/04/2014 06:33,1201
435,68.17.81.83,01/04/2014 06:38,1451
435,68.17.81.83,01/04/2014 06:43,215
435,68.17.81.83,01/04/2014 06:48,1235
435,68.17.81.83,01/04/2014 06:53,1543
435,68.17.81.83,01/04/2014 06:58,284
435,68.17.81.83,01/04/2014 07:03,379
435,68.17.81.83,01/04/2014 07:08,960
435,68.17.81.83,01/04/2014 07:13,1145
435,68.17.81.83,01/04/2014 07:18,425
435,68.17.81.83,01/04/2014 07:23,1919
435,68.17.81.83,01/04/2014 07:28,750
435,68.17.81.83,01/04/2014 07:33,1354
435,68.17.81.83,01/04/2014 07:38,1321
435,68.17.81.83,01/04/2014 07:43,362
435,68.17.81.83,01/04/2014 07:48,56
435,68.17.81.83,01/04/2014 07:53,401
435,68.17.81.83,01/04/2014 07:58,1239
435,68.17.81.83,01/04/2014 08:03,768
435,68.17.81.83,01/04/2014 08:08,893
435,68.17.81.83,01/04/2014 08:13,270
435,68.17.81.83,01/04/2014 08:18,809
435,68.17.81.83,01/04/2014 08:23,2129
435,68.17.81.83,01/04/2014 08:28,315
435,68.17.81.83,01/04/2014 08:33,429
435,68.17.81.83,01/04/2014 08:38,422
435,68.17.81.83,01/04/2014 08:43,369
435,68.17.81.83,01/04/2014 08:48,989
435,68.17.81.83,01/04/2014 08:53,418
435,68.17.81.83,01/04/2014 08:58,1786
435,68.17.81.83,01/04/2014 09:03,501
435,68.17.81.83,01/04/2014 09:08,529
435,68.17.81.83,01/04/2014 09:13,1527
435,68.17.81.83,01/04/2014 09:18,748
435,68.17.81.83,01/04/2014 09:23,1919
435,68.17.81.83,01/04/2014 09:28,1615
435,68.17.81.83,01/04/2014 09:33,95
435,68.17.81.83,01/04/2014 09:38,1666
435,68.17.81.83,01/04/2014 09:43,504
435,68.17.81.83,01/04/2014 09:48,1133
435,68.17.81.83,01/04/2014 09:53,1251
435,68.17.81.83,01/04/2014 09:58,918
435,68.17.81.83,01/04/2014 10:03,1384
435,68.17.81.83,01/04/2014 10:08,567
435,68.17.81.83,01/04/2014 10:13,106
435,68.17.81.83,01/04/2014 10:18,960
435,68.17.81.83,01/04/2014 10:23,398
435,68.17.81.83,01/04/2014 10:28,409
435,68.17.81.83,01/04/2014 10:33,1239
435,68.17.81.83,01/04/2014 10:38,359
435,68.17.81.83,01/04/2014 10:43,372
435,68.17.81.83,01/04/2014 10:48,1057
435,68.17.81.83,01/04/2014 10:53,665
435,68.17.81.83,01/04/2014 10:58,1233
435,68.17.81.83,01/04/2014 11:03,802
435,68.17.81.83,01/04/2014 11:08,121
435,68.17.81.83,01/04/2014 11:13,304
435,68.17.81.83,01/04/2014 11:18,683
435,68.17.81.83,01/04/2014 11:23,64
435,68.17.81.83,01/04/2014 11:28,758
435,68.17.81.83,01/04/2014 11:33,1068
435,68.17.81.83,01/04/2014 11:38,1861
435,68.17.81.83,01/04/2014 11:43,380
435,68.17.81.83,01/04/2014 11:48,271
435,68.17.81.83,01/04/2014 11:53,936
435,68.17.81.83,01/04/2014 11:58,1816
435,68.17.81.83,01/04/2014 12:03,1389
435,68.17.81.83,01/04/2014 12:08,197
435,68.17.81.83,01/04/2014 12:13,59
435,68.17.81.83,01/04/2014 12:18,1944
435,68.17.81.83,01/04/2014 12:23,274
435,68.17.81.83,01/04/2014 12:28,216
435,68.17.81.83,01/04/2014 12:33,136
435,68.17.81.83,01/04/2014 12:38,218
435,68.17.81.83,01/04/2014 12:43,759
435,68.17.81.83,01/04/2014 12:48,1589
435,68.17.81.83,01/04/2014 12:53,611
435,68.17.81.83,01/04/2014 12:58,315
435,104.45.191.227,01/04/2014 13:00,2316
435,68.17.81.83,01/04/2014 13:03,214
435,68.17.81.83,01/04/2014 13:08,806
435,68.17.81.83,01/04/2014 13:13,25
435,68.17.81.83,01/04/2014 13:18,295
435,68.17.81.83,01/04/2014 13:23,1727
435,68.17.81.83,01/04/2014 13:28,680
435,68.17.81.83,01/04/2014 13:33,303
435,68.17.81.83,01/04/2014 13:38,797
435,68.17.81.83,01/04/2014 13:43,165
435,68.17.81.83,01/04/2014 13:48,304
435,68.17.81.83,01/04/2014 13:53,414
435,68.17.81.83,01/04/2014 13:58,331
435,68.17.81.83,01/04/2014 14:03,2048
435,68.17.81.83,01/04/2014 14:08,916
435,68.17.81.83,01/04/2014 14:13,1503
435,68.17.81.83,01/04/2014 14:18,116
435,68.17.81.83,01/04/2014 14:23,1815
435,68.17.81.83,01/04/2014 14:28,575
435,68.17.81.83,01/04/2014 14:33,303
435,68.17.81.83,01/04/2014 14:38,88
435,68.17.81.83,01/04/2014 14:43,1546
435,114.79.247.223,01/04/2014 14:46,762
435,68.17.81.83,01/04/2014 14:48,8
435,68.17.81.83,01/04/2014 14:53,75
435,68.17.81.83,01/04/2014 14:58,51
435,68.17.81.83,01/04/2014 15:03,549
435,68.17.81.83,01/04/2014 15:08,1310
435,68.17.81.83,01/04/2014 15:13,716
435,68.17.81.83,01/04/2014 15:18,758
435,68.17.81.83,01/04/2014 15:23,127
435,68.17.81.83,01/04/2014 15:28,233
435,68.17.81.83,01/04/2014 15:33,1173
435,68.17.81.83,01/04/2014 15:38,1268
435,68.17.81.83,01/04/2014 15:43,139
435,68.17.81.83,01/04/2014 15:48,1564
435,68.17.81.83,01/04/2014 15:53,499
435,68.17.81.83,01/04/2014 15:58,846
435,68.17.81.83,01/04/2014 16:03,1264
435,68.17.81.83,01/04/2014 16:08,957
435,68.17.81.83,01/04/2014 16:13,648
435,68.17.81.83,01/04/2014 16:18,536
435,68.17.81.83,01/04/2014 16:23,35
435,68.17.81.83,01/04/2014 16:28,761
435,68.17.81.83,01/04/2014 16:33,738
435,68.17.81.83,01/04/2014 16:38,1141
435,68.17.81.83,01/04/2014 16:43,683
435,68.17.81.83,01/04/2014 16:48,266
435,68.17.81.83,01/04/2014 16:53,960
435,68.17.81.83,01/04/2014 16:58,924
435,68.17.81.83,01/04/2014 17:03,197
435,68.17.81.83,01/04/2014 17:08,648
435,68.17.81.83,01/04/2014 17:13,868
435,68.17.81.83,01/04/2014 17:18,1068
435,41.239.144.6,01/04/2014 17:22,1481
435,68.17.81.83,01/04/2014 17:23,390
435,68.17.81.83,01/04/2014 17:28,1503
435,68.17.81.83,01/04/2014 17:33,875
435,68.17.81.83,01/04/2014 17:38,1241
435,68.17.81.83,01/04/2014 17:43,1944
435,68.17.81.83,01/04/2014 17:48,854
435,10.192.20.173,01/04/2014 17:48,922
435,68.17.81.83,01/04/2014 17:53,1278
435,68.17.81.83,01/04/2014 17:58,450
435,68.17.81.83,01/04/2014 18:03,1415
435,68.17.81.83,01/04/2014 18:08,129
435,68.17.81.83,01/04/2014 18:13,617
435,68.17.81.83,01/04/2014 18:18,1389
435,68.17.81.83,01/04/2014 18:23,524
435,68.17.81.83,01/04/2014 18:28,116
435,68.17.81.83,01/04/2014 18:33,535
435,68.17.81.83,01/04/2014 18:38,241
435,68.17.81.83,01/04/2014 18:43,1268
435,68.17.81.83,01/04/2014 18:48,752
435,68.17.81.83,01/04/2014 18:53,324
435,68.17.81.83,01/04/2014 18:58,394
435,68.17.81.83,01/04/2014 19:03,1365
435,68.17.81.83,01/04/2014 19:08,528
435,68.17.81.83,01/04/2014 19:13,1378
435,68.17.81.83,01/04/2014 19:18,1384
435,68.17.81.83,01/04/2014 19:23,449
435,68.17.81.83,01/04/2014 19:28,139
435,68.17.81.83,01/04/2014 19:33,758
435,68.17.81.83,01/04/2014 19:38,311
435,114.79.247.223,01/04/2014 19:39,2627
435,68.17.81.83,01/04/2014 19:43,100
435,68.17.81.83,01/04/2014 19:48,130
435,68.17.81.83,01/04/2014 19:53,575
435,68.17.81.83,01/04/2014 19:58,25
435,68.17.81.83,01/04/2014 20:03,130
435,68.17.81.83,01/04/2014 20:08,597
435,68.17.81.83,01/04/2014 20:13,1258
435,68.17.81.83,01/04/2014 20:18,118
435,68.17.81.83,01/04/2014 20:23,858
435,68.17.81.83,01/04/2014 20:28,403
435,68.17.81.83,01/04/2014 20:33,2228
435,68.17.81.83,01/04/2014 20:38,374
435,68.17.81.83,01/04/2014 20:43,2425
435,68.17.81.83,01/04/2014 20:48,325
435,68.17.81.83,01/04/2014 20:53,1321
435,68.17.81.83,01/04/2014 20:58,1564
435,68.17.81.83,01/04/2014 21:03,866
435,68.17.81.83,01/04/2014 21:08,831
435,68.17.81.83,01/04/2014 21:13,876
435,68.17.81.83,01/04/2014 21:18,9
435,68.17.81.83,01/04/2014 21:23,856
435,68.17.81.83,01/04/2014 21:28,458
435,68.17.81.83,01/04/2014 21:33,260
435,68.17.81.83,01/04/2014 21:38,1943
435,68.17.81.83,01/04/2014 21:43,409
435,68.17.81.83,01/04/2014 21:48,435
435,68.17.81.83,01/04/2014 21:53,1226
435,68.17.81.83,01/04/2014 21:58,1926
435,68.17.81.83,01/04/2014 22:03,831
435,68.17.81.83,01/04/2014 22:08,536
435,68.17.81.83,01/04/2014 22:13,619
435,68.17.81.83,01/04/2014 22:18,418
435,68.17.81.83,01/04/2014 22:23,2425
435,68.17.81.83,01/04/2014 22:28,1092
435,68.17.81.83,01/04/2014 22:33,1768
435,68.17.81.83,01/04/2014 22:38,321
435,68.17.81.83,01/04/2014 22:43,1828
435,68.17.81.83,01/04/2014 22:48,119
435,68.17.81.83,01/04/2014 22:53,803
435,68.17.81.83,01/04/2014 22:58,473
435,68.17.81.83,01/04/2014 23:03,269
435,68.17.81.83,01/04/2014 23:08,1068
435,68.17.81.83,01/04/2014 23:13,684
435,68.17.81.83,01/04/2014 23:18,15
435,68.17.81.83,01/04/2014 23:23,1251
435,68.17.81.83,01/04/2014 23:28,794
435,68.17.81.83,01/04/2014 23:33,1578
435,68.17.81.83,01/04/2014 23:38,641
435,68.17.81.83,01/04/2014 23:43,177
435,68.17.81.83,01/04/2014 23:48,868
